"Date","Movement","Anger","Anticipation","Disgust","Fear","Joy","Sadness","Surprise","Trust","Negative","Positive"
"2013-08-13",0,15,15,5,19,8,8,7,15,27,22
"2013-08-14",1,13,9,6,22,4,13,6,9,20,18
"2013-08-15",1,11,14,9,16,11,9,6,15,26,23
"2013-08-16",1,15,16,8,19,7,14,4,13,24,23
"2013-08-19",1,16,17,8,26,9,15,10,17,30,29
"2013-08-20",1,10,6,5,21,6,13,3,16,30,20
"2013-08-21",1,11,10,10,18,3,14,2,17,25,30
"2013-08-22",0,20,10,8,26,5,9,2,19,28,16
"2013-08-23",0,15,8,7,22,7,14,6,18,25,28
"2013-08-26",1,13,9,6,20,6,7,3,20,22,21
"2013-08-27",1,11,9,4,13,5,5,4,21,18,26
"2013-08-28",0,16,9,3,14,5,8,5,15,23,27
"2013-08-29",0,14,16,3,23,9,8,5,19,25,30
"2013-08-30",1,13,8,7,18,7,16,8,19,31,17
"2013-09-03",0,17,12,5,18,8,12,4,19,31,29
"2013-09-04",0,16,13,6,18,9,13,4,20,31,33
"2013-09-05",0,11,8,2,16,10,6,3,17,17,24
"2013-09-06",1,9,9,6,11,4,4,3,12,16,14
"2013-09-09",0,12,14,4,19,8,10,3,18,22,23
"2013-09-10",0,21,16,6,15,12,11,9,19,26,27
"2013-09-11",0,15,10,13,16,10,11,3,16,27,25
"2013-09-12",1,7,7,6,10,6,7,2,13,17,18
"2013-09-13",0,18,18,8,18,7,10,5,16,25,25
"2013-09-16",0,10,8,7,15,5,9,7,11,20,20
"2013-09-17",0,8,6,4,15,4,3,7,13,22,23
"2013-09-18",0,9,13,5,15,8,9,7,18,24,25
"2013-09-19",1,16,7,9,20,8,15,7,19,29,20
"2013-09-20",1,16,9,6,23,7,14,6,14,30,26
"2013-09-23",1,17,6,2,17,4,10,1,13,22,13
"2013-09-24",1,19,8,10,22,7,14,4,20,30,28
"2013-09-25",1,19,15,9,18,7,14,10,14,29,21
"2013-09-26",0,9,11,9,14,5,9,6,19,19,23
"2013-09-27",1,16,18,12,25,9,14,6,21,29,25
"2013-09-30",1,8,9,7,15,7,7,6,20,22,27
"2013-10-01",0,12,7,6,19,2,12,3,13,20,9
"2013-10-02",1,10,11,4,20,7,9,4,11,23,20
"2013-10-03",1,14,11,7,23,9,11,6,14,25,28
"2013-10-04",0,16,23,9,18,14,16,7,27,34,39
"2013-10-07",1,10,9,3,15,7,12,4,20,27,21
"2013-10-08",1,16,14,10,29,14,18,9,20,28,40
"2013-10-09",0,9,8,6,20,6,13,6,23,21,24
"2013-10-10",0,14,6,3,17,4,10,3,13,21,18
"2013-10-11",0,10,18,1,12,15,9,7,21,19,32
"2013-10-14",0,13,19,7,18,11,11,9,22,21,27
"2013-10-15",1,11,16,2,14,9,9,9,24,17,33
"2013-10-16",0,15,13,11,21,8,14,6,23,30,30
"2013-10-17",0,16,6,6,23,8,12,4,12,27,20
"2013-10-18",0,16,9,7,21,4,11,3,12,26,17
"2013-10-21",1,13,11,6,19,4,11,4,15,29,16
"2013-10-22",0,9,21,6,21,10,11,10,16,27,25
"2013-10-23",1,19,10,9,21,7,11,4,18,32,21
"2013-10-24",0,7,3,4,11,2,6,3,16,19,12
"2013-10-25",0,13,10,3,20,11,13,6,12,29,23
"2013-10-28",1,18,8,12,24,7,12,8,18,40,20
"2013-10-29",0,7,11,3,16,8,12,3,19,27,26
"2013-10-30",1,4,8,2,8,7,2,5,14,7,20
"2013-10-31",1,14,9,10,15,4,9,3,18,30,16
"2013-11-01",0,14,11,6,22,7,10,2,21,22,19
"2013-11-04",0,9,5,3,15,5,5,6,15,17,21
"2013-11-05",1,9,6,4,17,3,9,1,8,20,15
"2013-11-06",0,12,4,10,23,5,15,2,16,30,20
"2013-11-07",1,14,10,9,20,5,13,7,19,26,18
"2013-11-08",0,16,10,11,19,9,16,10,17,34,21
"2013-11-11",0,13,11,8,16,11,16,5,21,31,28
"2013-11-12",1,16,12,9,23,7,10,2,19,30,31
"2013-11-13",0,10,6,6,11,3,6,1,14,23,19
"2013-11-14",0,14,9,7,20,9,14,9,22,26,22
"2013-11-15",0,16,9,6,14,5,9,4,9,24,16
"2013-11-18",0,17,19,13,17,2,14,4,13,29,16
"2013-11-19",1,11,11,9,23,12,14,4,26,26,44
"2013-11-20",1,14,8,8,17,6,12,4,15,23,17
"2013-11-21",0,14,11,5,19,5,12,9,17,28,23
"2013-11-22",0,21,12,12,25,9,18,11,13,38,24
"2013-11-25",0,11,15,4,19,12,8,5,22,26,31
"2013-11-26",0,16,17,10,24,8,17,7,18,30,25
"2013-11-27",0,8,12,4,22,12,14,8,15,26,22
"2013-11-29",1,17,11,11,25,10,15,8,16,31,28
"2013-12-02",1,12,13,10,19,4,14,5,15,28,27
"2013-12-03",1,14,7,8,19,4,10,6,16,25,25
"2013-12-04",1,15,12,12,19,9,13,6,16,26,21
"2013-12-05",1,10,6,5,14,10,6,1,16,15,23
"2013-12-06",0,13,8,6,14,5,9,3,16,17,18
"2013-12-09",0,12,6,9,18,3,13,4,14,22,20
"2013-12-10",1,13,13,11,16,4,11,5,12,21,18
"2013-12-11",1,10,15,11,18,7,9,6,18,33,28
"2013-12-12",1,22,10,11,22,7,17,3,17,31,25
"2013-12-13",0,25,14,9,29,6,16,6,15,41,23
"2013-12-16",0,13,16,6,21,11,9,7,19,30,32
"2013-12-17",1,13,13,6,18,5,13,3,22,30,32
"2013-12-18",0,13,12,6,17,4,9,5,17,21,23
"2013-12-19",0,18,16,9,18,12,11,8,20,22,24
"2013-12-20",0,10,3,7,14,2,11,1,8,20,15
"2013-12-23",0,11,8,10,20,6,13,7,13,30,26
"2013-12-24",0,16,10,9,23,3,10,2,13,32,14
"2013-12-26",0,9,6,5,19,6,7,5,16,22,17
"2013-12-27",1,9,9,3,13,2,8,6,15,22,23
"2013-12-30",0,12,8,5,14,5,10,1,15,20,18
"2013-12-31",0,12,12,11,20,7,17,4,18,27,17
"2014-01-02",1,13,15,6,19,8,9,2,19,22,28
"2014-01-03",0,12,10,4,15,5,6,3,10,20,21
"2014-01-06",1,14,9,10,17,7,14,4,11,21,22
"2014-01-07",0,13,8,11,22,4,11,8,13,25,23
"2014-01-08",1,13,11,3,24,10,12,7,29,30,29
"2014-01-09",1,11,8,6,16,6,13,4,15,19,16
"2014-01-10",1,11,13,7,19,8,7,8,16,30,23
"2014-01-13",1,5,9,3,14,7,3,4,20,15,25
"2014-01-14",0,12,13,5,19,7,9,6,16,22,21
"2014-01-15",0,12,9,6,15,7,11,4,11,19,17
"2014-01-16",1,13,13,8,21,8,18,1,19,28,23
"2014-01-17",0,4,10,3,12,12,4,6,13,16,26
"2014-01-21",1,17,15,12,26,10,16,7,26,33,31
"2014-01-22",1,13,6,7,11,3,8,3,13,25,9
"2014-01-23",1,16,11,11,22,6,12,5,11,27,22
"2014-01-24",1,12,8,4,21,7,11,8,18,28,23
"2014-01-27",1,10,11,9,15,10,9,6,18,21,28
"2014-01-28",0,7,12,7,14,9,9,7,24,21,24
"2014-01-29",1,9,9,4,14,4,5,2,17,23,18
"2014-01-30",0,17,12,5,17,9,11,5,15,34,25
"2014-01-31",1,10,10,7,15,7,10,4,12,25,19
"2014-02-03",1,14,9,7,15,7,9,4,15,32,22
"2014-02-04",0,17,15,10,20,11,10,4,24,30,33
"2014-02-05",1,17,12,8,24,11,15,5,18,27,24
"2014-02-06",0,19,12,15,23,9,17,8,18,32,20
"2014-02-07",0,9,15,4,17,5,6,4,12,20,19
"2014-02-10",0,15,17,13,28,7,16,7,13,31,26
"2014-02-11",0,10,12,7,17,12,9,3,20,25,30
"2014-02-12",1,18,7,8,20,4,12,6,20,35,21
"2014-02-13",0,10,6,7,19,6,13,5,16,22,16
"2014-02-14",0,19,12,8,22,6,13,2,19,27,24
"2014-02-18",1,15,6,6,13,2,8,4,14,22,15
"2014-02-19",1,10,8,4,20,5,13,5,17,25,20
"2014-02-20",0,14,6,6,15,7,7,4,11,18,15
"2014-02-21",1,15,14,9,20,9,11,12,22,27,26
"2014-02-24",0,19,14,7,22,9,15,7,19,31,19
"2014-02-25",1,8,4,5,10,2,5,2,9,21,14
"2014-02-26",0,15,12,3,16,9,10,5,15,25,23
"2014-02-27",0,12,8,8,18,5,13,4,18,24,19
"2014-02-28",0,6,10,1,17,3,6,5,15,19,22
"2014-03-03",1,12,8,5,20,3,8,4,8,30,20
"2014-03-04",0,8,5,3,10,6,7,2,16,17,22
"2014-03-05",1,7,9,2,7,5,3,1,13,10,31
"2014-03-06",0,14,7,6,18,4,11,5,17,24,21
"2014-03-07",0,11,9,5,14,5,6,3,19,22,22
"2014-03-10",1,13,9,6,20,6,12,7,14,22,22
"2014-03-11",1,7,9,4,15,4,8,3,20,18,21
"2014-03-12",1,8,8,6,13,4,8,4,13,18,20
"2014-03-13",1,13,16,4,22,7,11,4,16,27,19
"2014-03-14",1,11,4,7,16,2,9,2,10,23,12
"2014-03-17",0,10,11,4,13,6,10,4,18,18,20
"2014-03-18",0,12,10,3,13,7,10,8,20,17,20
"2014-03-19",1,17,9,11,24,6,11,6,20,28,29
"2014-03-20",0,9,15,6,14,5,6,1,23,19,39
"2014-03-21",1,7,12,5,13,10,11,5,18,23,26
"2014-03-24",1,8,9,2,10,5,6,2,13,14,18
"2014-03-25",0,14,13,9,19,6,15,2,14,32,23
"2014-03-26",1,13,13,5,18,6,13,11,17,28,26
"2014-03-27",1,13,9,6,18,4,8,3,14,24,14
"2014-03-28",0,5,7,1,11,4,3,1,11,14,13
"2014-03-31",0,12,15,8,15,7,10,7,19,19,15
"2014-04-01",0,16,14,8,14,10,10,11,18,28,26
"2014-04-02",0,13,8,4,22,5,13,8,19,24,24
"2014-04-03",0,8,7,6,13,6,10,6,16,20,15
"2014-04-04",1,14,6,8,13,4,6,4,14,20,14
"2014-04-07",1,7,7,6,10,6,9,2,20,18,22
"2014-04-08",0,19,17,12,26,10,18,8,23,32,27
"2014-04-09",0,10,8,5,12,8,12,4,17,27,23
"2014-04-10",1,18,16,12,28,14,15,8,28,40,33
"2014-04-11",1,15,9,8,17,7,8,5,18,27,26
"2014-04-14",0,13,16,6,17,12,8,7,22,25,31
"2014-04-15",0,11,8,7,17,6,11,4,12,19,21
"2014-04-16",0,16,11,5,19,5,8,2,11,25,17
"2014-04-17",1,8,5,3,18,6,10,4,10,24,16
"2014-04-21",0,18,10,11,23,6,19,4,19,36,17
"2014-04-22",0,12,8,7,16,9,9,3,18,21,26
"2014-04-23",1,8,10,2,15,5,14,4,15,21,21
"2014-04-24",1,7,7,6,11,1,4,2,8,22,7
"2014-04-25",1,8,9,2,13,4,8,3,7,20,15
"2014-04-28",0,11,11,2,13,6,10,7,14,20,19
"2014-04-29",0,14,4,4,21,6,7,1,15,22,18
"2014-04-30",0,10,6,5,13,5,8,5,9,20,12
"2014-05-01",1,14,12,9,17,11,16,7,23,32,22
"2014-05-02",1,9,3,5,19,4,12,3,16,23,15
"2014-05-05",0,8,8,5,18,4,8,5,11,22,17
"2014-05-06",1,12,9,6,15,7,9,3,14,20,16
"2014-05-07",0,10,14,5,14,6,6,4,18,19,17
"2014-05-08",0,15,9,9,24,7,12,4,17,27,25
"2014-05-09",0,9,6,6,13,5,6,4,14,20,16
"2014-05-12",0,12,15,4,13,10,9,10,19,17,25
"2014-05-13",0,12,9,7,20,4,12,7,12,24,13
"2014-05-14",1,14,9,8,18,4,10,4,13,25,22
"2014-05-15",1,15,13,10,20,7,15,11,16,25,20
"2014-05-16",0,10,9,6,16,4,10,5,14,22,20
"2014-05-19",0,12,10,5,14,6,9,5,16,22,21
"2014-05-20",1,15,11,9,18,7,9,5,25,25,27
"2014-05-21",0,15,14,6,17,12,14,5,15,24,31
"2014-05-22",0,16,7,7,21,5,10,4,15,26,20
"2014-05-23",0,10,12,6,11,13,10,10,16,16,25
"2014-05-27",0,13,9,4,18,4,7,4,20,18,16
"2014-05-28",1,12,11,8,24,5,10,7,18,22,18
"2014-05-29",0,9,11,4,12,8,7,4,11,17,15
"2014-05-30",0,12,9,6,14,4,10,4,16,24,19
"2014-06-02",0,17,13,2,17,8,9,4,15,29,29
"2014-06-03",1,12,13,9,19,5,11,4,16,28,27
"2014-06-04",0,9,6,8,17,10,6,3,14,21,23
"2014-06-05",0,11,10,9,17,1,7,4,11,20,18
"2014-06-06",0,10,8,3,14,5,8,2,14,19,17
"2014-06-09",0,9,11,4,20,6,7,4,16,23,22
"2014-06-10",0,12,11,5,15,6,13,3,11,23,20
"2014-06-11",1,15,5,4,19,4,11,5,12,31,20
"2014-06-12",1,9,8,7,10,4,4,2,11,16,13
"2014-06-13",0,11,8,4,19,6,8,5,15,20,17
"2014-06-16",0,11,9,6,17,5,11,5,18,18,23
"2014-06-17",0,13,9,6,23,7,7,7,20,21,23
"2014-06-18",0,11,13,6,19,8,9,2,21,24,23
"2014-06-19",0,6,11,3,11,1,6,3,14,20,19
"2014-06-20",0,11,9,9,18,10,8,4,20,24,27
"2014-06-23",1,13,5,7,17,6,11,4,12,25,18
"2014-06-24",1,18,16,13,30,10,20,8,20,37,27
"2014-06-25",0,10,14,5,19,6,6,5,17,24,30
"2014-06-26",1,11,5,5,11,3,3,2,6,20,14
"2014-06-27",0,11,15,5,17,8,8,1,18,18,24
"2014-06-30",1,13,12,5,19,8,11,7,19,26,32
"2014-07-01",0,13,13,3,21,7,12,4,15,24,22
"2014-07-02",0,12,13,4,17,6,7,1,17,22,28
"2014-07-03",0,11,7,8,16,4,8,5,9,18,18
"2014-07-07",1,11,7,6,11,3,7,2,6,19,11
"2014-07-08",1,12,6,8,15,5,9,1,16,24,16
"2014-07-09",0,11,5,7,16,3,12,6,11,20,20
"2014-07-10",1,8,14,5,19,8,10,2,17,24,24
"2014-07-11",0,8,12,2,16,5,7,6,13,18,20
"2014-07-14",0,10,9,2,12,6,6,4,11,17,17
"2014-07-15",0,8,5,3,16,5,8,5,13,19,24
"2014-07-16",0,10,11,8,20,7,11,4,15,20,18
"2014-07-17",1,13,10,8,16,4,11,5,15,20,13
"2014-07-18",0,10,8,3,15,5,11,4,14,18,19
"2014-07-21",1,10,9,7,18,5,17,7,12,26,16
"2014-07-22",0,14,7,3,19,7,13,7,12,24,14
"2014-07-23",1,13,4,6,20,3,15,6,16,28,22
"2014-07-24",1,14,9,6,23,3,8,3,13,21,16
"2014-07-25",1,14,5,7,20,7,17,2,13,27,15
"2014-07-28",0,9,13,3,15,8,7,4,13,19,22
"2014-07-29",1,13,13,4,19,9,11,6,17,19,22
"2014-07-30",1,12,4,7,21,5,12,5,11,29,13
"2014-07-31",1,13,9,8,16,5,9,5,14,22,21
"2014-08-01",1,12,8,4,20,5,12,5,15,20,18
"2014-08-04",0,15,10,8,17,6,14,8,15,19,23
"2014-08-05",1,9,12,8,12,6,4,2,17,20,25
"2014-08-06",0,10,10,4,16,7,14,6,8,26,14
"2014-08-07",1,10,10,5,14,5,8,7,13,18,18
"2014-08-08",0,8,7,3,12,6,10,4,12,19,15
"2014-08-11",0,17,9,10,24,4,15,4,13,27,22
"2014-08-12",1,8,14,6,12,11,7,10,17,17,26
"2014-08-13",0,10,8,4,22,3,13,6,16,19,23
"2014-08-14",0,12,7,3,14,5,7,4,15,20,18
"2014-08-15",1,18,7,3,24,6,12,4,13,25,20
"2014-08-18",0,9,11,3,18,6,9,10,9,22,17
"2014-08-19",0,16,15,8,21,9,15,7,21,26,29
"2014-08-20",0,8,14,8,18,9,12,12,22,25,25
"2014-08-21",0,18,12,5,23,10,9,8,15,27,22
"2014-08-22",1,15,11,7,21,7,11,7,12,23,21
"2014-08-25",0,15,9,6,26,6,14,3,8,34,15
"2014-08-26",0,13,8,7,19,6,9,4,17,27,20
"2014-08-27",0,14,7,6,18,5,6,3,21,22,26
"2014-08-28",1,12,12,5,19,5,11,4,16,25,20
"2014-08-29",0,11,5,4,18,4,7,2,11,22,14
"2014-09-02",1,9,12,4,9,7,4,4,17,16,24
"2014-09-03",0,7,5,1,9,4,4,1,11,13,14
"2014-09-04",1,11,5,7,17,3,9,4,10,28,19
"2014-09-05",0,16,4,5,16,5,10,8,17,25,17
"2014-09-08",1,10,14,8,18,7,12,10,15,24,24
"2014-09-09",1,9,12,1,15,7,10,4,13,20,16
"2014-09-10",0,9,10,2,15,5,6,6,16,18,18
"2014-09-11",1,17,15,8,22,9,9,8,14,25,25
"2014-09-12",1,16,9,12,19,9,11,5,14,27,26
"2014-09-15",0,5,8,4,16,6,5,4,10,11,18
"2014-09-16",0,18,8,7,24,3,17,6,14,30,24
"2014-09-17",0,11,8,5,12,3,9,5,9,17,15
"2014-09-18",0,10,14,5,14,10,9,6,18,20,24
"2014-09-19",0,12,10,5,14,7,12,6,10,19,13
"2014-09-22",1,12,10,5,16,6,7,7,9,16,19
"2014-09-23",1,9,10,1,11,5,6,3,12,18,18
"2014-09-24",0,6,6,5,11,5,7,2,13,10,16
"2014-09-25",1,10,3,4,12,4,5,1,15,18,16
"2014-09-26",0,7,4,2,12,7,5,3,12,13,23
"2014-09-29",1,10,9,4,14,7,11,5,14,21,19
"2014-09-30",1,8,9,3,16,5,9,6,12,21,27
"2014-10-01",1,12,14,5,20,10,11,6,18,28,24
"2014-10-02",1,9,10,2,8,11,8,2,16,18,22
"2014-10-03",0,11,7,3,19,6,11,8,14,22,18
"2014-10-06",1,10,12,4,18,9,9,4,22,27,27
"2014-10-07",1,17,6,9,20,3,13,4,17,28,17
"2014-10-08",0,12,9,5,18,4,9,5,12,21,17
"2014-10-09",1,11,7,5,15,4,13,5,11,25,23
"2014-10-10",1,11,11,7,19,8,13,5,12,31,20
"2014-10-13",1,10,8,7,15,7,10,5,13,14,18
"2014-10-14",1,10,7,4,18,5,9,5,14,19,14
"2014-10-15",1,15,8,9,22,7,18,5,13,27,18
"2014-10-16",1,13,18,8,14,9,6,9,15,24,24
"2014-10-17",0,16,14,9,19,3,8,8,11,25,14
"2014-10-20",0,7,7,7,16,4,4,5,11,18,17
"2014-10-21",0,17,14,9,22,12,14,8,15,25,24
"2014-10-22",1,16,13,5,26,9,12,8,19,25,25
"2014-10-23",0,19,12,7,27,9,16,4,16,32,19
"2014-10-24",0,13,10,8,20,7,12,7,20,29,17
"2014-10-27",0,9,15,2,14,6,7,5,14,19,23
"2014-10-28",0,9,9,4,15,4,10,3,11,18,19
"2014-10-29",1,12,9,4,14,6,4,5,18,19,22
"2014-10-30",0,8,9,4,11,5,7,3,12,20,24
"2014-10-31",0,16,13,5,20,4,10,2,19,21,20
"2014-11-03",1,6,13,2,13,8,5,3,21,14,29
"2014-11-04",0,15,7,9,19,5,10,6,14,22,17
"2014-11-05",0,16,11,11,13,6,12,4,15,28,25
"2014-11-06",0,18,5,10,22,3,10,3,19,30,21
"2014-11-07",0,7,7,3,10,5,6,3,13,15,18
"2014-11-10",0,17,11,6,22,2,10,7,10,26,14
"2014-11-11",1,6,11,2,11,8,5,4,15,13,19
"2014-11-12",0,12,8,6,17,5,11,3,14,19,20
"2014-11-13",0,12,16,6,18,5,11,4,16,24,18
"2014-11-14",1,8,10,6,15,9,10,7,16,22,22
"2014-11-17",0,14,5,6,14,5,7,7,20,32,17
"2014-11-18",0,8,10,7,14,5,6,3,12,18,17
"2014-11-19",0,10,9,10,16,3,10,3,18,21,25
"2014-11-20",0,22,14,13,25,3,16,8,14,38,18
"2014-11-21",0,8,8,6,12,6,7,7,13,23,23
"2014-11-24",0,12,12,6,22,6,12,3,17,25,22
"2014-11-25",1,11,9,6,16,6,8,5,16,24,27
"2014-11-26",0,10,8,3,16,4,9,4,13,21,20
"2014-11-28",1,14,13,7,20,6,10,2,18,32,19
"2014-12-01",1,14,12,13,15,5,14,7,17,32,19
"2014-12-02",0,12,12,8,17,5,5,6,20,19,27
"2014-12-03",0,18,14,13,18,4,12,6,14,33,19
"2014-12-04",1,8,7,5,14,3,7,3,20,23,20
"2014-12-05",0,14,11,4,11,5,12,4,10,17,13
"2014-12-08",1,16,12,7,21,9,12,4,24,28,21
"2014-12-09",1,15,9,9,26,4,11,9,11,29,13
"2014-12-10",1,14,12,6,20,4,12,6,11,24,16
"2014-12-11",0,9,10,6,15,9,8,1,18,15,28
"2014-12-12",1,6,4,6,11,6,4,2,11,18,16
"2014-12-15",1,13,13,6,16,7,6,2,17,23,22
"2014-12-16",1,12,11,8,21,3,15,10,13,29,17
"2014-12-17",0,8,10,5,15,5,9,5,17,19,20
"2014-12-18",0,14,13,10,24,7,19,4,20,32,30
"2014-12-19",0,6,11,3,12,9,4,4,19,12,22
"2014-12-22",0,12,12,9,21,5,13,2,24,27,30
"2014-12-23",0,10,13,3,11,7,6,5,21,20,24
"2014-12-24",1,8,8,6,16,3,9,4,14,19,13
"2014-12-26",0,14,9,5,14,4,11,5,12,17,12
"2014-12-29",1,12,13,3,19,5,10,7,16,23,22
"2014-12-30",1,14,8,7,10,3,7,3,8,19,12
"2014-12-31",1,9,13,6,15,6,1,4,13,18,22
"2015-01-02",0,12,16,8,23,12,12,9,19,22,27
"2015-01-05",1,10,10,5,13,6,9,7,15,23,29
"2015-01-06",1,9,9,4,13,6,8,3,16,17,23
"2015-01-07",0,17,7,6,18,4,8,2,17,20,21
"2015-01-08",0,14,3,6,16,1,7,3,8,20,10
"2015-01-09",1,17,10,5,15,4,9,1,19,25,21
"2015-01-12",1,8,12,4,13,4,6,3,12,15,21
"2015-01-13",1,13,8,8,10,5,3,5,13,18,16
"2015-01-14",1,14,4,9,14,4,13,2,11,22,22
"2015-01-15",1,11,12,6,15,10,8,8,20,20,26
"2015-01-16",0,10,10,4,13,8,6,6,8,17,16
"2015-01-20",1,8,7,6,11,5,8,4,12,20,14
"2015-01-21",0,15,14,5,16,7,8,3,18,24,32
"2015-01-22",0,13,12,6,15,7,9,4,17,18,25
"2015-01-23",1,8,15,7,19,6,8,10,18,20,18
"2015-01-26",0,18,8,8,25,6,15,6,20,27,28
"2015-01-27",1,11,12,4,14,13,5,5,17,22,25
"2015-01-28",1,11,14,6,16,9,7,4,13,17,26
"2015-01-29",0,11,13,4,18,8,9,6,20,17,27
"2015-01-30",1,11,10,5,18,5,8,3,17,24,21
"2015-02-02",0,13,9,10,16,2,11,3,12,22,20
"2015-02-03",0,11,12,5,16,6,10,6,11,20,18
"2015-02-04",0,17,9,5,14,4,10,5,9,20,13
"2015-02-05",0,10,7,3,16,3,9,5,10,23,20
"2015-02-06",1,14,10,6,20,8,8,6,15,24,13
"2015-02-09",1,12,7,5,23,4,8,6,14,26,15
"2015-02-10",0,12,8,5,16,5,10,3,15,22,16
"2015-02-11",1,11,9,8,21,4,11,5,11,20,22
"2015-02-12",0,15,11,9,15,3,9,1,18,28,20
"2015-02-13",0,15,8,6,18,6,6,5,10,23,11
"2015-02-17",0,12,13,8,25,9,21,7,15,30,26
"2015-02-18",1,14,11,7,21,7,10,3,17,25,23
"2015-02-19",1,14,18,5,22,7,8,4,16,29,24
"2015-02-20",0,13,14,8,19,7,12,7,16,35,21
"2015-02-23",1,8,15,3,14,7,6,8,21,18,32
"2015-02-24",0,11,9,2,12,6,4,1,15,18,19
"2015-02-25",0,15,13,8,22,11,14,6,22,36,25
"2015-02-26",1,14,8,8,17,6,15,5,11,24,15
"2015-02-27",1,13,6,1,15,6,10,1,12,25,22
"2015-03-02",0,14,13,7,16,9,14,9,21,24,24
"2015-03-03",1,7,11,5,9,6,5,3,12,19,21
"2015-03-04",1,15,9,8,21,5,16,2,19,26,22
"2015-03-05",0,22,12,7,32,2,17,4,19,35,22
"2015-03-06",1,18,10,10,25,8,11,4,13,35,23
"2015-03-09",0,15,8,11,17,5,13,3,16,30,24
"2015-03-10",1,14,11,8,17,6,13,5,19,18,22
"2015-03-11",1,13,7,6,15,4,8,5,16,22,18
"2015-03-12",0,9,9,6,18,13,11,8,23,18,34
"2015-03-13",1,7,11,3,14,6,9,2,18,14,23
"2015-03-16",0,10,16,3,17,13,9,4,22,23,39
"2015-03-17",1,8,9,2,12,3,7,3,12,15,18
"2015-03-18",0,12,12,7,17,11,11,6,22,26,25
"2015-03-19",1,13,11,7,17,9,8,5,17,18,25
"2015-03-20",0,15,5,6,17,5,11,4,10,24,17
"2015-03-23",1,13,11,4,13,7,3,2,18,17,24
"2015-03-24",1,9,8,7,19,3,8,7,9,22,21
"2015-03-25",1,7,6,1,9,5,8,5,11,14,19
"2015-03-26",1,16,12,6,20,7,11,7,20,20,23
"2015-03-27",0,18,22,11,27,11,20,9,20,38,33
"2015-03-30",0,12,7,7,19,3,12,5,16,26,20
"2015-03-31",1,10,8,6,14,9,9,3,17,19,24
"2015-04-01",1,17,13,11,21,7,11,7,18,25,21
"2015-04-02",0,6,11,1,11,8,5,4,23,18,23
"2015-04-06",0,15,13,8,25,9,15,7,14,25,20
"2015-04-07",1,11,12,6,17,8,9,3,17,24,25
"2015-04-08",0,14,10,5,24,7,14,8,18,29,22
"2015-04-09",0,9,13,3,11,8,8,3,16,16,23
"2015-04-10",0,10,14,6,17,11,8,9,13,19,21
"2015-04-13",1,13,12,4,18,5,10,6,18,23,26
"2015-04-14",0,11,11,4,13,6,5,2,14,17,20
"2015-04-15",0,9,12,5,12,6,6,4,18,21,24
"2015-04-16",1,12,10,2,17,5,8,4,13,20,25
"2015-04-17",1,10,6,5,13,2,9,3,11,16,18
"2015-04-20",0,15,9,10,16,3,8,5,15,30,17
"2015-04-21",1,13,6,10,19,3,11,5,16,23,21
"2015-04-22",0,10,12,4,21,7,10,3,16,19,20
"2015-04-23",0,14,18,12,21,7,15,7,21,27,27
"2015-04-24",0,11,7,3,16,8,10,7,21,23,30
"2015-04-27",1,10,6,6,16,6,11,6,20,23,20
"2015-04-28",0,11,18,2,20,6,7,5,20,15,29
"2015-04-29",1,16,13,4,21,6,16,6,14,25,23
"2015-04-30",1,10,10,4,18,2,10,3,10,21,17
"2015-05-01",0,11,10,6,15,7,9,8,14,22,20
"2015-05-04",0,10,9,4,18,5,9,6,14,18,20
"2015-05-05",1,5,8,4,13,6,5,3,12,18,26
"2015-05-06",1,11,15,8,18,8,7,7,14,19,25
"2015-05-07",0,12,8,4,15,4,9,4,17,19,18
"2015-05-08",0,12,14,6,18,9,10,4,22,23,28
"2015-05-11",1,15,16,6,26,10,12,5,21,30,28
"2015-05-12",1,14,14,3,16,6,12,9,20,19,30
"2015-05-13",1,11,11,3,20,7,6,8,16,22,21
"2015-05-14",0,21,11,7,29,6,13,8,15,34,24
"2015-05-15",0,14,14,7,21,7,14,5,15,29,20
"2015-05-18",0,16,7,8,17,5,11,4,11,23,16
"2015-05-19",0,13,14,9,20,5,16,4,10,29,30
"2015-05-20",1,8,12,6,11,9,7,2,19,19,29
"2015-05-21",1,14,13,6,17,8,15,3,16,22,22
"2015-05-22",1,12,15,6,16,9,11,1,23,21,30
"2015-05-26",1,12,16,8,17,9,9,4,15,20,31
"2015-05-27",0,10,21,7,17,9,9,7,21,18,26
"2015-05-28",1,8,8,7,19,9,8,4,20,22,32
"2015-05-29",1,9,16,3,14,10,7,4,20,19,25
"2015-06-01",0,9,11,2,14,4,6,3,16,22,20
"2015-06-02",1,8,16,5,12,8,10,3,15,23,21
"2015-06-03",0,9,10,5,12,5,9,3,16,22,25
"2015-06-04",1,11,14,4,16,5,6,5,14,21,17
"2015-06-05",1,15,11,6,18,6,11,6,22,18,27
"2015-06-08",1,17,7,10,22,6,14,6,11,30,19
"2015-06-09",1,17,14,6,22,7,10,3,19,26,26
"2015-06-10",0,8,13,8,9,6,8,4,14,26,25
"2015-06-11",0,8,13,6,16,3,10,3,18,18,24
"2015-06-12",1,11,16,8,21,13,12,6,21,27,30
"2015-06-15",1,15,11,5,18,9,10,5,15,29,25
"2015-06-16",0,12,10,11,17,6,10,5,13,20,18
